entpName,itemName,itemSeq,efcyQesitm,useMethodQesitm,depositMethodQesitm,itemImage
유니메드제약(주),지오연질캅셀,199703423,"이 약은 육체피로, 임신ㆍ수유기, 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력 저하 시, 노년기의 비타민 E, B2의 보급과 말초혈행장애, 갱년기시 어깨ㆍ목결림, 수족저림ㆍ수족냉증(손발이 차가움), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염 증상의 완화에 사용합니다.","만 8세 이상의 어린이 및 성인은 1회 1캡슐씩, 1일 1회 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154661642891500061
제이더블유중외제약(주),센쥬씨엘점안액,199800190,"이 약은 눈의 피로, 누액의 보조(눈의 건조), 하드콘택트렌즈 및 소프트렌즈 착용시의 불쾌감, 눈의 침침함(눈꼽이 많은 때 등)에 사용합니다.",1회 2~3방울을 1일 5~6회 점안합니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)삼양홀딩스,니코스탑-10패취(니코틴),199703583,이 약은 금연시 보조 요법제로 사용합니다.,"성인 1일 1회 1매씩 털이 없는 신체부분(엉덩이, 팔안쪽 등)에 부착하되, 매일 부착부위를 바꾸어 사용합니다.니코스탑-30은 일반적으로 하루 담배 20개비 이상 흡연가에게 적용하고 니코스탑-20은 하루 20개비까지의 흡연가에게 적용합니다.니코스탑-10은 마지막 단계에 니코틴 보충을 감소시키는데 적용합니다.심한 흡연가의 경우 니코스탑-30으로 시작하고 그 다음에는 니코스탑-20, 그리고 마지막으로 니코스탑-10의 순서로 각각 4주동안 적용합니다.보통 흡연가의 경우 니코스탑-20을 8주동안 적용하고, 그 후 니코스탑-10을 4주간 적용합니다.치료는 3개월을 초과하지 마십시오.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)에이프로젠바이오로직스,엑티리딘정,199800308,"이 약은 코감기, 알레르기 및 혈관운동성 코염에 의한 재채기, 콧물, 코막힘, 눈물의 완화에 사용합니다.","성인은 1회 1정, 소아(12~14세)는 1회 1/2정을 1일 3회 매 식후에 복용합니다.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OcxQN6yR8X
(주)삼양홀딩스,니코스탑-20패취(니코틴),199703584,이 약은 금연시 보조 요법제로 사용합니다.,"성인은 1일 1회 1매씩 털이 없는 신체부분(엉덩이, 팔안쪽 등)에 부착하되, 매일 부착부위를 바꾸어 사용합니다.니코스탑-30은 일반적으로 하루 담배 20개비 이상 흡연가에게 적용하고 니코스탑-20은 하루 20개비까지의 흡연가에게 적용합니다.니코스탑-10은 마지막 단계에 니코틴 보충을 감소시키는데 적용합니다.심한 흡연가의 경우 니코스탑-30으로 시작하고 그 다음에는 니코스탑-20, 그리고 마지막으로 니코스탑-10의 순서로 각각 4주동안 적용합니다.보통 흡연가의 경우 니코스탑-20을 8주동안 적용하고, 그 후 니코스탑-10을 4주간 적용합니다.치료는 3개월을 초과하지 마십시오.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)에이프로젠바이오로직스,"바크락스크림(아시클로버)(수출명:바이러스탈크림,BEEVIRUTAL크림)",199800312,이 약은 단순포진(물집) 바이러스 감염증(초기 및 재발성 생식기 포진(물집)과 구순포진(물집) 포함)에 사용합니다.,"약 4시간 간격으로 1일 5회 환부(질환 부위)에 바릅니다.치료는 5일간 계속하여야 하며, 5일간 사용 후에도 치료되지 않을 경우에는 5일간 더 사용할 수 있습니다.",실온에서 보관하십시오.,
(주)삼양홀딩스,니코스탑-30패취(니코틴),199703585,이 약은 금연시 보조 요법제로 사용합니다.,"성인 1일 1회 1매씩 털이 없는 신체부분(엉덩이, 팔안쪽 등)에 부착하되, 매일 부착부위를 바꾸어 사용합니다.니코스탑-30은 일반적으로 하루 담배 20개비 이상 흡연가에게 적용하고 니코스탑-20은 하루 20개비까지의 흡연가에게 적용합니다.니코스탑-10은 마지막 단계에 니코틴 보충을 감소시키는데 적용합니다.심한 흡연가의 경우 니코스탑-30으로 시작하고 그 다음에는 니코스탑-20, 그리고 마지막으로 니코스탑-10의 순서로 각각 4주동안 적용합니다.보통 흡연가의 경우 니코스탑-20을 8주동안 적용하고, 그 후 니코스탑-10을 4주간 적용합니다.치료는 3개월을 초과하지 마십시오.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)에이프로젠바이오로직스,나니실크림(테르비나핀염산염),199800354,"이 약은 피부사상균에 의한 피부진균감염증(족부백선, 고부백선(완선), 체부백선)과 피티로스포룸 올비큘라레균에 의한 어루러기 및 피부칸디다증에 사용합니다.","1일 1~2회 환부(질환 부위)에 바릅니다.질환에 따른 치료기간은 족부백선(발백선증, 무좀)인 경우 1일 1회 1주, 지간(발가락사이)형 족부백선(발백선증, 무좀)인 경우 1일 2회 1주, 족저형(발바닥) 족부백선(발백선증, 무좀)인 경우 1일 2회 2주, 체부백선, 고부백선(대퇴부백선)(완선(사타구니백선))인 경우 1~2주, 피부칸디다증인 경우 1~2주, 어루러기인 경우 2주간 사용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
정우신약(주),알지텍정(세티리진염산염),199800303,"이 약은 계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부소양증과하이드로코티손 외용제와 병용에 의한 습진, 피부염에 사용합니다.","성인 및 6세 이상의 소아는 1일 1회 1정(10 mg)을 취침 전에 복용하고, 이상반응에 민감한 환자의 경우는 1/2정(5 mg)씩을 아침, 저녁에 분할 복용합니다.연령, 증상에 따라 적절히 증감합니다.신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고, 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1ObFZMBgKHG
(주)에이프로젠바이오로직스,데카미솔연고,199800355,"이 약은 네오마이신 감수성 세균에 의해 2차 감염된 코르티코이드 반응성 피부질환의 초기 치료(피부염, 감염된 상처)에 사용합니다.",1일 1~2회 적당량을 환부(질환 부위)에 바릅니다.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
국제약품(주),라비나크림(테르비나핀염산염)(수출명:비라비나크림),199800434,"이 약은 피부사상균에 의한 피부진균감염증(족부백선, 고부백선(완선), 체부백선)과 피티로스포룸 올비큘라레균에 의한 어루러기 및 피부칸디다증에 사용합니다.","1일 1~2회 환부(질환 부위)에 바릅니다.질환에 따른 치료기간은 족부백선(발백선증, 무좀)인 경우 1일 1회 1주, 지간(발가락사이)형 족부백선(발백선증, 무좀)인 경우 1일 2회 1주, 족저형(발바닥) 족부백선(발백선증, 무좀)인 경우 1일 2회 2주, 체부백선, 고부백선(대퇴부백선)(완선(사타구니백선))인 경우 1~2주, 피부칸디다증인 경우 1~2주, 어루러기인 경우 2주간 사용합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
일동제약(주),세노바정(세티리진염산염),199800468,"이 약은 계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부소양증과하이드로코티손 외용제와 병용에 의한 습진, 피부염에 사용합니다.","성인 및 6세 이상의 소아는 1일 1회 1정(10 mg)을 취침 전에 복용하고, 이상반응에 민감한 환자의 경우는 1/2정(5 mg)씩을 아침, 저녁에 분할 복용합니다.연령, 증상에 따라 적절히 증감합니다.신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고, 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1OiAjxwzCsR
일동제약(주),세노바액(세티리진염산염),199800470,"이 약은 계절성 및 다년성 알레르기성 비염, 알레르기성 결막염, 만성 특발성 두드러기, 피부소양증에 사용합니다.","성인 및 12세 이상의 소아는 1일 1회 10 mg을 복용합니다.2~12세 미만의 소아는 체중이 30 kg이상인 경우 1일 10 mg, 30 kg미만인 경우 1일 5 mg을 복용합니다.이상반응에 민감한 환자의 경우에는 아침, 저녁으로 분할 복용하고, 연령, 증상에 따라 적절히 증감합니다.신장애 환자의 투여 간격은 환자의 신기능에 따라 조절되어야 하고, 신장애를 가진 소아 환자는 환자의 신 청소율과 체중을 고려하여 개별적으로 용량을 조절해야 하므로 자세한 사항은 허가사항을 참고하십시오.",빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
일동제약(주),속시나제삼중정,199800471,"이 약은 소화성 궤양에 따른 위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역,구토, 위통, 신트림, 소화불량의 개선에 사용합니다.",성인은 1회 2정 1일 3회 매 식간(식사때와 식사때 사이에)에 복용합니다.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/154609810414600021
한올바이오파마(주),알레틴정(로라타딘)(수출명:비알레틴),199800504,"이 약은 알레르기성 비염(재채기, 코막힘, 가려움, 눈의 작열감), 만성 특발성(원인 불명의) 두드러기에 사용합니다.","성인 및 12세 이상의 소아는 1일 1회 1정(10 mg) 복용합니다.6~12세 미만의 소아는 체중이 30 kg이상인 경우 1일 1회 1정(10 mg), 30 kg이하인 경우 1일 1회 1/2정(5 mg) 복용합니다.연령, 증상에 따라 적절히 증감합니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1Oikd3yeYLi
제일헬스사이언스(주),케펜텍-엘플라스타(케토프로펜),199800686,"이 약은 퇴행성관절염(골(뼈)관절염), 어깨관절주위염, 건(힘줄)ㆍ건초염(힘줄윤활막염), 건(힘줄)주위염, 상완골(위팔뼈)상과염(테니스 엘보우 등), 근육통, 외상(상처)후의 종창ㆍ동통(통증)의 진통ㆍ소염(항염)에 사용합니다.",약면의 박리지를 떼어낸 후 환부에 1일 1회 부착합니다.,빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
(주)유한양행,안티푸라민에스로션(수출명:유한안티푸라민에스로션),199800728,"이 약은 삠, 타박상, 근육통, 관절통, 골절통, 요(허리)통, 어깨결림, 신경통, 류마티스통증, 피부 가려움, 벌레 물린데, 동창(언 상처)의 진통ㆍ소염(항염)에 사용합니다.",1일 1~4회 환부(질환 부위)에 적당량을 바르십시오.,습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
코오롱제약(주),라미핀크림(테르비나핀염산염),199800765,"이 약은 족부백선, 고부백선(완선), 체부백선과 같은 피부사상균에 의한 피부진균감염증과 Pityrosporum orbiculare (Malassezia furfur)에 의한 어루러기, 피부칸디다증에 사용합니다.","지간형(발가락사이) 족부백선은 1주 동안 1일 2회 환부(질환부위)에 바릅니다.족저형(발바닥) 족부백선은 2주 동안 1일 2회환부(질환부위)에 바릅니다.체부백선, 고부백선, 피부칸디다증은 1~2주 동안 1일 1~2회환부(질환부위)에 바릅니다.어루러기는 2주 동안 1일 1~2회 환부(질환부위)에 바릅니다.",실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
코오롱제약(주),코미시럽,199800766,"이 약은 감기 또는 알레르기성 및 혈관운동성 비염(코염)에 의한 재채기, 콧물, 코막힘, 눈물과 부비동염에 의한 비충혈(코막힘)의 일시적 완화에 사용합니다.","만 12세 이상 소아 및 성인은 4시간마다 10 mL씩 복용하되, 24시간동안 60 mL를 초과하지 마십시오.만 6세 이상~12세 미만 소아는4시간마다 5 mL씩 복용하되, 24시간동안 30 mL를 초과하지 마십시오.만 2세 이상~6세 미만 소아는의사의 지시에 따르십시오.",습기와 빛을 피해 실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,
코오롱제약(주),트라몰8시간서방정650밀리그람(아세트아미노펜),199800767,"이 약은 해열 및 감기에 의한 동통(통증)과 두통, 치통, 근육통, 허리동통(통증), 생리통, 관절통의 완화에 사용합니다.",12세 이상의 소아 및 성인은 매 8시간마다 2정씩 복용합니다.24시간 동안 6정을 초과하지 마십시오.,실온에서 보관하십시오.어린이의 손이 닿지 않는 곳에 보관하십시오.,https://nedrug.mfds.go.kr/pbp/cmn/itemImageDownload/1MksuF0DWvZ
